segment/predict: weights=['yolov5s-seg.pt'], source=data/video/Gurkenvideo.mp4, data=data/coco128.yaml, imgsz=[640, 640], conf_thres=0.25, iou_thres=0.45, max_det=1000, device=, view_img=False, save_txt=False, save_conf=False, save_crop=False, nosave=False, classes=None, agnostic_nms=False, augment=False, visualize=False, update=False, project=runs/predict-seg, name=exp, exist_ok=False, line_thickness=3, hide_labels=False, hide_conf=False, half=False, dnn=False, vid_stride=1, retina_masks=False
YOLOv5 🚀 v7.0-365-g12b577c8 Python-3.10.12 torch-2.4.0+cu121 CUDA:0 (Tesla T4, 15102MiB)
video 1/1 (20/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.2ms
video 1/1 (21/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 elephant, 12.3ms
video 1/1 (22/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 elephant, 1 cake, 13.1ms
video 1/1 (23/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 elephant, 1 cake, 12.3ms
video 1/1 (24/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 banana, 1 cake, 12.3ms
video 1/1 (25/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 banana, 12.3ms
video 1/1 (26/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (27/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 banana, 12.8ms
video 1/1 (28/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 banana, 12.3ms
video 1/1 (29/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 cake, 12.3ms
video 1/1 (30/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (31/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (32/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (33/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.4ms
video 1/1 (34/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.2ms
video 1/1 (35/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.4ms
video 1/1 (36/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.2ms
video 1/1 (37/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (38/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.7ms
video 1/1 (39/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 14.3ms
video 1/1 (40/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (41/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (42/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (43/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (44/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.2ms
video 1/1 (45/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (46/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (47/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (48/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (49/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 14.8ms
video 1/1 (50/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (51/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.5ms
video 1/1 (52/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (53/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 13.7ms
video 1/1 (54/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (55/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (56/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.2ms
video 1/1 (57/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (58/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 banana, 12.3ms
video 1/1 (59/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (60/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (61/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (62/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.2ms
video 1/1 (63/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 banana, 12.3ms
video 1/1 (64/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 broccoli, 12.3ms
video 1/1 (65/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (66/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 13.9ms
video 1/1 (67/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (68/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (69/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (70/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 banana, 12.3ms
video 1/1 (71/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 bird, 12.2ms
video 1/1 (72/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 bird, 12.3ms
video 1/1 (73/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (74/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.2ms
video 1/1 (75/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (76/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (77/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (78/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (79/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (80/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (81/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (82/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (83/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (84/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (85/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (86/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (87/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 bird, 12.3ms
video 1/1 (88/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.5ms
video 1/1 (89/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (90/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (91/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (92/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.2ms
video 1/1 (93/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (94/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 14.0ms
video 1/1 (95/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (96/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (97/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 14.6ms
video 1/1 (98/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (99/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (100/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (101/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (102/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 broccoli, 12.3ms
video 1/1 (103/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.5ms
video 1/1 (104/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (105/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (106/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (107/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (108/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (109/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (110/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (111/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (112/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (113/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (114/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.2ms
video 1/1 (115/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.4ms
video 1/1 (116/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (117/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (118/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (119/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (120/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 14.3ms
video 1/1 (121/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.2ms
video 1/1 (122/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.6ms
video 1/1 (123/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (124/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.2ms
video 1/1 (125/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (126/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (127/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.5ms
video 1/1 (128/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (129/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (130/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (131/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.2ms
video 1/1 (132/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (133/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (134/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (135/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (136/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (137/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (138/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (139/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (140/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (141/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (142/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.2ms
video 1/1 (143/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (144/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (145/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (146/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (147/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (148/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (149/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (150/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (151/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (152/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (153/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.8ms
video 1/1 (154/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (155/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.2ms
video 1/1 (156/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.2ms
video 1/1 (157/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (158/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (159/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (160/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.2ms
video 1/1 (161/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (162/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (163/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (164/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (165/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (166/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (167/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.7ms
video 1/1 (168/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (169/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (170/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (171/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (172/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (173/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (174/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (175/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 bird, 12.3ms
video 1/1 (176/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (177/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (178/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 bird, 12.3ms
video 1/1 (179/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (180/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (181/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (182/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 bird, 12.3ms
video 1/1 (183/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 18.3ms
video 1/1 (184/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 13.7ms
video 1/1 (185/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 14.2ms
video 1/1 (186/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 13.6ms
video 1/1 (187/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 bird, 18.0ms
video 1/1 (188/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (189/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 22.0ms
video 1/1 (190/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (191/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 30.8ms
video 1/1 (192/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (193/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 17.3ms
video 1/1 (194/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 13.0ms
video 1/1 (195/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (196/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.7ms
video 1/1 (197/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 16.0ms
video 1/1 (198/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 14.7ms
video 1/1 (199/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 20.3ms
video 1/1 (200/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (201/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 19.2ms
video 1/1 (202/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (203/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 27.3ms
video 1/1 (204/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (205/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 22.1ms
video 1/1 (206/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 13.8ms
video 1/1 (207/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 14.7ms
video 1/1 (208/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 15.7ms
video 1/1 (209/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 19.1ms
video 1/1 (210/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (211/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 bird, 14.3ms
video 1/1 (212/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 bird, 12.3ms
video 1/1 (213/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 13.5ms
video 1/1 (214/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 13.0ms
video 1/1 (215/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 19.7ms
video 1/1 (216/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 13.7ms
video 1/1 (217/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (218/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (219/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (220/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 17.0ms
video 1/1 (221/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 cake, 19.8ms
video 1/1 (222/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 13.3ms
video 1/1 (223/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 14.2ms
video 1/1 (224/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (225/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 19.3ms
video 1/1 (226/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.5ms
video 1/1 (227/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 16.0ms
video 1/1 (228/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (229/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 13.0ms
video 1/1 (230/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.6ms
video 1/1 (231/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 14.3ms
video 1/1 (232/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (233/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (234/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (235/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 16.1ms
video 1/1 (236/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 1 broccoli, 14.1ms
video 1/1 (237/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (238/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (239/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.8ms
video 1/1 (240/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (241/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.9ms
video 1/1 (242/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 12.3ms
video 1/1 (243/1416) /content/yolov5/data/video/Gurkenvideo.mp4: 480x640 (no detections), 16.4ms
